number,title,labels,scenario
5062,"OTLP appmodel component","area-integrations,area-telemetry",UNMAPPED
5094,"ApplicationExecutor shouldn't conflate `stderr` with LogLevel.Error",area-app-model,UNMAPPED
5096,"Service discovery endpoint env vars won't override appsettings.json",area-service-discovery,UNMAPPED
5101,"Custom time interval selection filtering in all Aspire Dashboard telemetry tabs","area-dashboard,area-telemetry,dashboard-filter-sort",UNMAPPED
5117,"Windows with docker WSL, having issues with file mapping","area-app-model,wsl",UNMAPPED
5134,"Make it possible to run the dashboard behind a reverse proxy or load balancer",area-dashboard,UNMAPPED
5162,"Service Discovery Erroneously Calling HTTP-Only Endpoints Using HTTPS Protocol",area-service-discovery,UNMAPPED
5190,"OracleDatabaseServerResource.WithDbSetupBindMount has no effect","area-integrations,testing ☑️,oracle",UNMAPPED
5191,"`OracleDatabaseServerResource.WithDataBindMount(useVolume: false)` not working","area-integrations,testing ☑️,oracle",UNMAPPED
5192,"API Proposal: builder.When(predicate, callback)",area-app-model,UNMAPPED
5203,"Reenable Azure Key Vault Health check tests","area-integrations,blocked,testing ☑️,disabled-tests",UNMAPPED
5209,"Add support for launching multiple browser windows for specific resource URLs in addition to the dashboard",area-app-model,UNMAPPED
5238,"MongoDB  Transactions  requires replicas","area-integrations,mongodb",UNMAPPED
5297,"Global dashpages","area-dashboard,dashboard-dashpages",UNMAPPED
5299,"Support showing metrics as deltas","area-telemetry,dashboard-metrics,dashboard-dashpages",UNMAPPED
5308,"[WebToolsE2E][Aspire] After successfully publishing an Aspire project, the Container app Start time doesn't match the current time after restarting the project in the 'Aspire Dashboard'","area-azure-aca,azure-container-apps",UNMAPPED
5356,"Opening details in mobile view loses scroll position","area-dashboard,needs-retriage",UNMAPPED
5362,"Oracle function tests don't work on CI","area-integrations,testing ☑️,oracle",UNMAPPED
5364,"CosmosDB Emulator Hangs When Connecting via Connection String","area-integrations,azure,azure-cosmosdb",UNMAPPED
5378,"mapping docker host path fails under WSL","area-app-model,area-orchestrator,wsl",UNMAPPED
5461,"Dashboard should use X509CertificateLoader instead of obsolete X509Certificate2 constructor","area-dashboard,security 🔐,needs-retriage",UNMAPPED
5508,"Provide a non-localhost domain for Aspire project & service endpoints",area-app-model,UNMAPPED
5513,"Playwright test Open ID connect authentication","area-dashboard,security 🔐,testing ☑️",UNMAPPED
5548,"IDE Certificate Expires When Visual Studio is Open For a Long Time",area-tooling,UNMAPPED
5555,"Give custom resources friendly names [Prev: Simplify SqlServerDatabase Resource Type]",area-integrations,UNMAPPED
5565,"Subscribing to interface or base class in `IDistributedApplicationEventing`",area-app-model,UNMAPPED
5625,"Should `WaitFor` / `WaitForCompletion` block pulling container resources",area-orchestrator,UNMAPPED
5633,"Should `WaitFor` have a default timeout?","area-app-model,needs-retriage",UNMAPPED
5680,"Issue when creating EF Core Migration",area-integrations,UNMAPPED
5683,"Support injecting `ExtraInterfaces` on generated project metadata during build","area-integrations,azure,azure-functions",UNMAPPED
5727,"Add an ""AcceptEula"" API to containers that use environment variables to signal EULA acceptance.","area-integrations,breaking-change,sqlserver",UNMAPPED
5833,"Add a provision/deprovision command for azure resources","area-integrations,azure",UNMAPPED
5885,"[WebToolsE2E][Aspire] After installing Aspire 8.2.1, run an existing 8.2.0 aspire project, Dashboard version shows 8.2.0 instead of 8.2.1","area-dashboard,needs-retriage",UNMAPPED
5890,"Can't configure Kafka health check timeouts","area-integrations,kafka",UNMAPPED
5901,"Allow to use AddBicepTemplate on subscription level, controlling target scope","area-integrations,azure",UNMAPPED
5904,"AddKafkaConsumer wrong health check configuration","area-integrations,kafka",UNMAPPED
5949,"[WebToolsE2E][Aspire] After successfully publishing an Aspire project, the page keeps flashing when double clicking any instrument group in the ""Aspire Dashboard"" Metrics on the physical machine.","dashboard-metrics,area-azure-aca,azure-container-apps",UNMAPPED
5959,"[playground-tests] Flaky `EventHubs` test in `TestEndpointsReturnOk`","area-integrations,testing ☑️,azure-eventhubs,quarantined-test",UNMAPPED
5962,"Add `/disableRateLimiting` to cosmos integration","area-integrations,azure,azure-cosmosdb",UNMAPPED
5971,"[WebToolsE2E][Aspire] After adding Aspire.Confluent.Kafka component and related codes, there are some messages ""localhost:xxxxx/bootstrap: Disconnected while requesting ApiVersion"" in CMD when running the aspire project.","area-integrations,kafka",UNMAPPED
5990,"Aspire Dashboard: Full text search","area-dashboard,dashboard-filter-sort",UNMAPPED
5992,"Source column in Dashboard not populated for Waiting resoruces","area-dashboard,needs-retriage",UNMAPPED
6038,"Distributed application started message in app host console is delayed based on wait fors","area-app-model,breaking-change,needs-retriage",UNMAPPED
6055,"Add interfaces to PostgreSQL, Redis, and SqlServer Hosting Resources","area-integrations,postgres,redis",UNMAPPED
6105,"Simplify generating configuration files",area-app-model,UNMAPPED
6120,"Add annotation to manually specify project command line arguments. (Needed for AWS Lambda support)",area-app-model,UNMAPPED
6138,HideFromDashboardAnnotation,area-app-model,UNMAPPED
6139,"Resource grouping annotation for dashboard",area-dashboard,UNMAPPED
6144,"No logs before `BeforeStartEvent`","area-app-model,needs-retriage",UNMAPPED
6155,"Ensure all containers are password protected","area-integrations,security 🔐",UNMAPPED
6207,"failed to connect to IDE run session notification endpoint, retrying...   {""error"": ""tls: failed to verify certificate: x509: certificate has expired or is not yet valid: current time XYZ is after XYZ ""}",area-tooling,UNMAPPED
6217,"Resource with unknown status doesn't have status in resource details","area-dashboard,📎papercut,dashboard-resource-details,needs-retriage",UNMAPPED
6232,"OpenAIClient is not respecting HttpClient from DI","area-integrations,area-meta,ai",UNMAPPED
6234,"Expose API on AzureStorageResource to get the emulator connection string","area-integrations,azure,azure-storage",UNMAPPED
6239,"cannot set metrics temporality preference to use exponential bucket histogram","area-dashboard,area-telemetry",UNMAPPED
6251,"Have a hosting package for Azure SQL that uses LocalDB during dev","area-integrations,sqlserver",UNMAPPED
6256,"Add method to allow changing the build stage used when using AddDockerfile, e.g. WithBuildStage(""base"")",area-app-model,UNMAPPED
6277,"Hide Aspire internal/automatic env vars",area-dashboard,UNMAPPED
6279,"Display more friendly error message for common health checks errors",area-app-model,UNMAPPED
6280,"Add a way for a resource to hide sections in resource details","area-dashboard,area-app-model,dashboard-resource-details",UNMAPPED
6281,"Bad experience when viewing console logs for a resource with a lot of logs","area-dashboard,area-app-model",UNMAPPED
6283,"Simplify health check code in .NET Aspire hosting integrations.","area-app-model,area-integrations",UNMAPPED
6296,"Event Hubs should allow reuse of an existing storage resource","area-integrations,azure,azure-eventhubs",UNMAPPED
6326,"WithPgAdmin(c => c.WithLifetime(...)) not resulting in persistent PgAdmin container.","area-integrations,postgres",UNMAPPED
6329,"Feature Request: .WithOtlpExporter() can pass in otel http endpoint for client-side browser apps",area-telemetry,UNMAPPED
6345,"Add support for Azure Sql Elastic Pool","area-integrations,azure",UNMAPPED
6352,"Add an analyzer to prevent indexing a localized value instead of member name","area-dashboard,localization",UNMAPPED
6424,IResourceWithLifetime,area-app-model,UNMAPPED
6466,"Expand `WithLifetime` support to `ExecutableResource`","area-dashboard,area-app-model,area-orchestrator",UNMAPPED
6501,"SQL Server Support Full Text Search","area-integrations,sqlserver",UNMAPPED
6515,"`TransportOptionsValidator` doesn't validate properly if AllowUnsecuredTransport=true","area-app-model,needs-retriage",UNMAPPED
6543,"Allow Configuring RabbitMQ to use TLS","area-integrations,security 🔐",UNMAPPED
6551,"Consider grouping & collapsing identical sequential activities in the trace view and annotating with a count badge",area-dashboard,UNMAPPED
6553,"Dashboards: following Span Links works in unexpected ways",area-telemetry,UNMAPPED
6573,"Not able to bind RabbitMQ Configuration for Ssl property (Client integration)","area-integrations,rabbitmq",UNMAPPED
6599,"Remove experimental opentelemetry-dotnet environment args","area-app-model,area-telemetry,needs-retriage",UNMAPPED
6616,"Support for PII Redaction Containers (AI Services)","area-integrations,azure",UNMAPPED
6617,"Support writing to structured logs from resource commands",area-app-model,UNMAPPED
6622,"Functions fails to enable Aspire Orchestration unless AppHost SDK is in local cache","area-tooling,vs",UNMAPPED
6651,"Persistent Kafka getting restarted","area-integrations,kafka",UNMAPPED
6661,"Azure function rewriting environment problem","area-tooling,azure,azure-functions",UNMAPPED
6673,"Aspire AzureStorage (and others) should allow non-container mode","area-integrations,azure,sqlserver,azure-storage",UNMAPPED
6715,"Dashboard does not shut down when running Java play framework application",area-orchestrator,UNMAPPED
6740,"Issue with Persistent Cosmos DB Container Restart in Aspire (.NET 9)","area-integrations,azure,azure-cosmosdb",UNMAPPED
6760,"Support for durable functions","area-integrations,azure,azure-functions",UNMAPPED
6807,"Learnings from the Community Toolkit",area-integrations,UNMAPPED
6809,"[AzureTools][Aspire] The resized column width resets to the default size after closing the ""View Details"" tab on display size lower than 1920x1080","area-dashboard,📎papercut,dashboard-resize",UNMAPPED
6817,"Extend ContainerLifetime enum to destroy the containers on IDE close","area-app-model,area-orchestrator",UNMAPPED
6838,"[WebToolsE2E][Aspire] Updating an existing 9.0.0 aspire project to 9.1.0 gives a warning: ""Multiple versions of the same SDK ""Aspire.AppHost.Sdk"" cannot be specified. The previously resolved SDK version '9.0.0' will be used.""","area-tooling,external",UNMAPPED
6859,"Preserve endpoint name case sensitivity in Microsoft.Extensions.ServiceDiscovery",area-service-discovery,UNMAPPED
6868,"Allow to define the default order of resources listed in the dashboard (or help identifying important resources)","area-dashboard,dashboard-filter-sort,dashboard-resource-details",UNMAPPED
6869,"Allow to proxy from HTTPS to HTTP",area-app-model,UNMAPPED
7009,"`AfterResourcesCreatedEvent` is inconsistently fired","area-app-model,breaking-change,needs-retriage",UNMAPPED
7016,"npgsql ef integration doesn't provide a callback that accepts an `IServiceProvider`","area-integrations,postgres",UNMAPPED
7020,"Add another parameter in the AddSqlServerDbContext configureDbContextOptions to receive the scoped service provider","area-integrations,sqlserver",UNMAPPED
7025,"efcore9 reports an error when there are multiple migrations","area-integrations,entityframework",UNMAPPED
7042,".NET Aspire solutions can't build when their projects are in folders with source trees inclusive of other Aspire App Host/Defaults projects",area-tooling,UNMAPPED
